,mood,title,tags,artist_name
9934,happy,Splatter,"['clinical archives', 'electronic', 'new wave', 'experimental', 'post-punk']",John Ellis
9935,happy,Oddball,"['clinical archives', 'electronic', 'new wave', 'experimental', 'post-punk']",John Ellis
9979,in-love,For _ :プレゼント,"['clinical archives', 'experimental']",Kakitsubata (Sylvie Walder + _)
9980,in-love,Beating heart in a distant town: きこえるかな,"['clinical archives', 'experimental']",Kakitsubata (Sylvie Walder + _)
9981,in-love,Dust of silence: 触れることができる音,"['clinical archives', 'experimental']",Kakitsubata (Sylvie Walder + _)
9982,in-love,Waves unknown: 波の生まれる場所,"['clinical archives', 'experimental']",Kakitsubata (Sylvie Walder + _)
9983,in-love,Nocturnal: ノスタルジア,"['clinical archives', 'experimental']",Kakitsubata (Sylvie Walder + _)
9984,in-love,Backyards forgotten: 忘れ去られた裏庭,"['clinical archives', 'experimental']",Kakitsubata (Sylvie Walder + _)
9985,in-love,Beyond the grey clouds: 曇り空のかなたに,"['clinical archives', 'experimental']",Kakitsubata (Sylvie Walder + _)
9986,in-love,Nightmare: 怖い夢,"['clinical archives', 'experimental']",Kakitsubata (Sylvie Walder + _)
9987,in-love,Souvenir: 想い出,"['clinical archives', 'experimental']",Kakitsubata (Sylvie Walder + _)
9988,in-love,Night sky: 夜空,"['clinical archives', 'experimental']",Kakitsubata (Sylvie Walder + _)
9989,in-love,Through the curtain: ゆらぎ,"['clinical archives', 'experimental']",Kakitsubata (Sylvie Walder + _)
9990,in-love,City lights: 街の灯,"['clinical archives', 'experimental']",Kakitsubata (Sylvie Walder + _)
9991,in-love,Fading away: 薄明,"['clinical archives', 'experimental']",Kakitsubata (Sylvie Walder + _)
10063,dance,Mas o No Mas,"['nu-jazz', 'sampling', 'downtempo', 'hip-hop']",Victrola
10065,dance,Now I'm Flying,"['nu-jazz', 'sampling', 'downtempo', 'hip-hop']",Victrola
10094,happy,Change,"['rock', 'punk', 'hard rock', 'germany']",Shearer
10095,happy,Stay With Me,"['rock', 'punk', 'hard rock', 'germany']",Shearer
10096,happy,Bring Me Down,"['rock', 'punk', 'hard rock', 'germany']",Shearer
10097,happy,Can't Stop It,"['rock', 'punk', 'hard rock', 'germany']",Shearer
10098,happy,Ordinary Girl,"['rock', 'punk', 'hard rock', 'germany']",Shearer
10099,happy,69,"['rock', 'punk', 'hard rock', 'germany']",Shearer
10100,happy,Consequence of Dawn,"['rock', 'punk', 'hard rock', 'germany']",Shearer
10101,happy,"Drop That Apple, Bitch!","['rock', 'punk', 'hard rock', 'germany']",Shearer
10102,happy,The Man Song,"['rock', 'punk', 'hard rock', 'germany']",Shearer
10103,happy,Clay,"['rock', 'punk', 'hard rock', 'germany']",Shearer
10104,happy,Cause I Feel,"['rock', 'punk', 'hard rock', 'germany']",Shearer
10105,happy,Wussy,"['rock', 'punk', 'hard rock', 'germany']",Shearer
10106,happy,Is It You,"['rock', 'punk', 'hard rock', 'germany']",Shearer
10107,happy,Run Enemy,"['rock', 'punk', 'hard rock', 'germany']",Shearer
10207,dance,Crowell,"['chiptune', 'soundtrack']",Player Two
10208,dance,Keep Sit Real,"['chiptune', 'soundtrack']",Player Two
10209,dance,Stage 2,"['chiptune', 'soundtrack']",Player Two
10210,dance,Stalingrad A Go-Go,"['chiptune', 'soundtrack']",Player Two
10211,dance,Thought Patterns,"['chiptune', 'soundtrack']",Player Two
10212,dance,Whatever Happened to Us?,"['chiptune', 'soundtrack']",Player Two
10330,happy,First Christmas Song,['holiday music'],Tusk Lord
10331,happy,Second Christmas Song,['holiday music'],Tusk Lord
10332,happy,Third Christmas Song,['holiday music'],Tusk Lord
10442,happy,Around the World,"['rock', 'indie-rock', 'brother truck']",Brother Truck
10529,happy,Snowday (live),"['clinical archives', 'other', 'rock', 'folk', 'experimental', 'indie-rock']",Keith Morris & The Crooked Numbers
10530,happy,Billie Weir's Dress (live),"['clinical archives', 'other', 'rock', 'folk', 'experimental', 'indie-rock']",Keith Morris & The Crooked Numbers
10531,happy,Baby Saves World (live),"['clinical archives', 'other', 'rock', 'folk', 'experimental', 'indie-rock']",Keith Morris & The Crooked Numbers
10532,happy,Waltzing (live),"['clinical archives', 'other', 'rock', 'folk', 'experimental', 'indie-rock']",Keith Morris & The Crooked Numbers
10533,happy,Candy Apples (March Rosetta remix),"['clinical archives', 'other', 'rock', 'folk', 'experimental', 'indie-rock']",Keith Morris & The Crooked Numbers
10544,happy,Mount of Olives,"['clinical archives', 'rock', 'experimental']",Zack Kouns
10545,happy,Feast on your flesh,"['clinical archives', 'rock', 'experimental']",Zack Kouns
10546,happy,Narbonne,"['clinical archives', 'rock', 'experimental']",Zack Kouns
10547,happy,Triangle Circle Square,"['clinical archives', 'rock', 'experimental']",Zack Kouns
10548,happy,Gaping jaws of wild beasts,"['clinical archives', 'rock', 'experimental']",Zack Kouns
10549,happy,AD 362,"['clinical archives', 'rock', 'experimental']",Zack Kouns
10550,happy,Negresses,"['clinical archives', 'rock', 'experimental']",Zack Kouns
10551,happy,Thalia,"['clinical archives', 'rock', 'experimental']",Zack Kouns
10552,happy,Telemachus,"['clinical archives', 'rock', 'experimental']",Zack Kouns
10553,happy,The Holy Text,"['clinical archives', 'rock', 'experimental']",Zack Kouns
10554,happy,Germania,"['clinical archives', 'rock', 'experimental']",Zack Kouns
10692,happy,Syyn Miygak,"['overtone singing', 'tuva', 'khoomei', 'alash ensemble']",Alash Ensemble
10693,happy,Dyngyldai,"['overtone singing', 'tuva', 'khoomei', 'alash ensemble']",Alash Ensemble
10694,happy,Kargyraa,"['overtone singing', 'tuva', 'khoomei', 'alash ensemble']",Alash Ensemble
10695,happy,Bai-Taiga,"['overtone singing', 'tuva', 'khoomei', 'alash ensemble']",Alash Ensemble
10696,happy,Xöömei,"['overtone singing', 'tuva', 'khoomei', 'alash ensemble']",Alash Ensemble
10697,happy,Bashtak-la Deesh Meni Kanchaar,"['overtone singing', 'tuva', 'khoomei', 'alash ensemble']",Alash Ensemble
10698,happy,Chat with Rob Weisberg,"['overtone singing', 'tuva', 'khoomei', 'alash ensemble']",Alash Ensemble
10708,dance,In  (Feat Arrpa),['spain'],Burdeos
10709,dance,Jenjibre,['spain'],Burdeos
10710,dance,Cool Beat Geek,['spain'],Burdeos
10711,dance,Pangea Parte I,['spain'],Burdeos
10712,dance,Pangea Parte II,['spain'],Burdeos
10713,dance,Wilhem Lehmbruc,['spain'],Burdeos
10714,dance,Napoleon Drill-Namite voix,['spain'],Burdeos
10715,dance,Out voix,['spain'],Burdeos
10750,dance,Echo & Caos,['spain'],Betelgeuse
10751,dance,Intro spective,['spain'],Betelgeuse
10752,dance,Circe,['spain'],Betelgeuse
10753,dance,Intona Rumori,['spain'],Betelgeuse
10782,happy,Apprehension,"['clinical archives', 'folk', 'space-rock', 'jazz', 'psychedelic', 'other', 'rock']",Pigeons & Crazy Porridgemakers
10783,happy,Introduction from the Cosmic Machineguns,"['clinical archives', 'folk', 'space-rock', 'jazz', 'psychedelic', 'other', 'rock']",Pigeons & Crazy Porridgemakers
10784,happy,Tyumen,"['clinical archives', 'folk', 'space-rock', 'jazz', 'psychedelic', 'other', 'rock']",Pigeons & Crazy Porridgemakers
10785,happy,Horse,"['clinical archives', 'folk', 'space-rock', 'jazz', 'psychedelic', 'other', 'rock']",Pigeons & Crazy Porridgemakers
10786,happy,Triptych,"['clinical archives', 'folk', 'space-rock', 'jazz', 'psychedelic', 'other', 'rock']",Pigeons & Crazy Porridgemakers
10787,happy,Camels,"['clinical archives', 'folk', 'space-rock', 'jazz', 'psychedelic', 'other', 'rock']",Pigeons & Crazy Porridgemakers
10788,happy,Birds Tomtits,"['clinical archives', 'folk', 'space-rock', 'jazz', 'psychedelic', 'other', 'rock']",Pigeons & Crazy Porridgemakers
10789,happy,Lord of Winter,"['clinical archives', 'folk', 'space-rock', 'jazz', 'psychedelic', 'other', 'rock']",Pigeons & Crazy Porridgemakers
10790,happy,Haughty Dwarf,"['clinical archives', 'folk', 'space-rock', 'jazz', 'psychedelic', 'other', 'rock']",Pigeons & Crazy Porridgemakers
10791,happy,Moped,"['clinical archives', 'folk', 'space-rock', 'jazz', 'psychedelic', 'other', 'rock']",Pigeons & Crazy Porridgemakers
10792,happy,St. Sabbas,"['clinical archives', 'folk', 'space-rock', 'jazz', 'psychedelic', 'other', 'rock']",Pigeons & Crazy Porridgemakers
10793,happy,Craftsmanship,"['clinical archives', 'folk', 'space-rock', 'jazz', 'psychedelic', 'other', 'rock']",Pigeons & Crazy Porridgemakers
10807,happy,Inconceivable,"['clinical archives', 'japan psychedelic rockfolk', 'space-rock', 'experimental', 'psychedelic']",Magical Unicellular Music
10832,dance,Subatomic,"['8bit', 'chiptune', 'electronic']",IAYD
10931,happy,Song of the New Year (Viking Song),['new orleans'],Dark Meat
10932,happy,Last of the Frontiersmen,['new orleans'],Dark Meat
10933,happy,Flaps,['new orleans'],Dark Meat
10934,happy,Faint Smell of Moss,['new orleans'],Dark Meat
10935,happy,Future Galaxies,['new orleans'],Dark Meat
10936,happy,When the Shelter Come,['new orleans'],Dark Meat
10937,happy,Yonderin,['new orleans'],Dark Meat
10974,,Our Hired Girl,['waltz'],Sally Hamlin
10975,,Granny,['waltz'],Adele Rowland
10976,,Chicken Reel,['waltz'],Arthur Collins
10977,,Pay Day,['waltz'],Arthur Fields
10978,,Train Time at Pun'kin Center,['waltz'],Cal Stewart
10979,,Waiting,['waltz'],Columbia Saxophone Sextette
10980,,Peaches and Cream,['waltz'],Len Spencer and Ada Jones
10981,,Mem'ries of You Mammy,['waltz'],Mamie Smith and her Jazz Hounds
10982,,First Kiss Waltz,['waltz'],Mose Tapiero
10983,,A Small Boy and His Mother at the Circus,['waltz'],Mrs. Hardin Burley
10984,,Gypsy Blues,['waltz'],Paul Whiteman and His Orchestra
11050,angry,Mira Me Miguel,['radon'],Sikhara
11051,angry,Bardos,['radon'],Sikhara
11054,angry,Vinyl Blues Part 1,"['clinical archives', 'electronic', 'experimental']",Yoko Absorbing
11055,angry,Lady GaGa And Miroslav Tichy,"['clinical archives', 'electronic', 'experimental']",Yoko Absorbing
11056,angry,Mi-Na-Mi-Ra,"['clinical archives', 'electronic', 'experimental']",Yoko Absorbing
11057,angry,Beats-Beats,"['clinical archives', 'electronic', 'experimental']",Yoko Absorbing
11058,angry,Dirty Indie Sound,"['clinical archives', 'electronic', 'experimental']",Yoko Absorbing
11059,angry,Solar Nail,"['clinical archives', 'electronic', 'experimental']",Yoko Absorbing
11060,angry,Mirskontsa,"['clinical archives', 'electronic', 'experimental']",Yoko Absorbing
11061,angry,Hobo Blues,"['clinical archives', 'electronic', 'experimental']",Yoko Absorbing
11062,angry,Lo-Fi Concept,"['clinical archives', 'electronic', 'experimental']",Yoko Absorbing
11063,angry,On A Tree,"['clinical archives', 'electronic', 'experimental']",Yoko Absorbing
11064,angry,Vinyl Blues Intro,"['clinical archives', 'electronic', 'experimental']",Yoko Absorbing
11065,angry,Saucepan,"['clinical archives', 'electronic', 'experimental']",Yoko Absorbing
11066,angry,Hoffnung,"['clinical archives', 'electronic', 'experimental']",Yoko Absorbing
11067,angry,To Be More Specific,"['clinical archives', 'electronic', 'experimental']",Yoko Absorbing
11068,angry,Lo-Fi Theory,"['clinical archives', 'electronic', 'experimental']",Yoko Absorbing
11069,angry,The Enigma Theories,"['clinical archives', 'electronic', 'experimental']",Yoko Absorbing
11070,angry,Vinyl Blues Part 2,"['clinical archives', 'electronic', 'experimental']",Yoko Absorbing
11071,angry,We Encourage,"['clinical archives', 'electronic', 'experimental']",Yoko Absorbing
11109,happy,Happening for Lulu,['new zealand'],Kraus
11110,happy,O'erdose,['new zealand'],Kraus
11111,happy,Wolfram,"['ultra eczema', 'new zealand']",Kraus
11112,happy,Ada,['new zealand'],Kraus
11113,happy,Sebastian,['new zealand'],Kraus
11123,confident/sassy,The Connection,['hip-hop'],Luck & Ripps
11124,confident/sassy,Inhale,['hip-hop'],Luck & Ripps
11125,confident/sassy,HalfLife,['hip-hop'],Luck & Ripps
11126,confident/sassy,Complicity,['hip-hop'],Luck & Ripps
11127,confident/sassy,Better Days,['hip-hop'],Luck & Ripps
11128,confident/sassy,WUTIZUABOUT,['hip-hop'],Luck & Ripps
11129,confident/sassy,Rock On,['hip-hop'],Luck & Ripps
11130,confident/sassy,Feel Me,['hip-hop'],Luck & Ripps
11131,confident/sassy,Roll Call,['hip-hop'],Luck & Ripps
11132,confident/sassy,Light it Up,['hip-hop'],Luck & Ripps
11133,confident/sassy,Felony Time,['hip-hop'],Luck & Ripps
11134,confident/sassy,Nothin' Like Luck,['hip-hop'],Luck & Ripps
11135,confident/sassy,Matty Ice,['hip-hop'],Luck & Ripps
11136,confident/sassy,Never Be Another,['hip-hop'],Luck & Ripps
11137,confident/sassy,Nothin' To Fuck With,['hip-hop'],Luck & Ripps
11153,angry,Electric Rat,"['clinical archives', 'electronic', 'experimental']",Djet
11154,angry,Dead City,"['clinical archives', 'electronic', 'experimental']",Djet
11155,angry,Anesthesia D,"['clinical archives', 'electronic', 'experimental']",Djet
11156,angry,Fleamarket (Entrance),"['clinical archives', 'electronic', 'experimental']",Djet
11157,angry,Astronomer,"['clinical archives', 'electronic', 'experimental']",Djet
11158,angry,Spiral Trip,"['clinical archives', 'electronic', 'experimental']",Djet
11159,angry,Northern Wind,"['clinical archives', 'electronic', 'experimental']",Djet
11160,angry,Radiofragment II,"['clinical archives', 'electronic', 'experimental']",Djet
11161,angry,Fleamarket (Exit),"['clinical archives', 'electronic', 'experimental']",Djet
11162,angry,Southern Wind,"['clinical archives', 'electronic', 'experimental']",Djet
11163,angry,Red Rat,"['clinical archives', 'electronic', 'experimental']",Djet
11197,dance,Avvolgente,"['clinical archives', 'trip-hop']",zero consequences
11198,dance,Zoloft,"['clinical archives', 'trip-hop']",zero consequences
11199,dance,Preludio al sogno,"['clinical archives', 'trip-hop']",zero consequences
11200,dance,Riposognante,"['clinical archives', 'trip-hop']",zero consequences
11201,dance,Km,"['clinical archives', 'trip-hop']",zero consequences
11202,dance,Disassuefazione,"['clinical archives', 'trip-hop']",zero consequences
11338,happy,Coronation Song,"['ultra eczema', 'new zealand']",Kraus
11339,happy,Dear Giulietta,"['ultra eczema', 'new zealand']",Kraus
11340,happy,I Am A Worm,"['ultra eczema', 'new zealand']",Kraus
11341,happy,Sacroiliac Night,"['ultra eczema', 'new zealand']",Kraus
11342,happy,Strike Like The Snake,"['ultra eczema', 'new zealand']",Kraus
11343,happy,"I Love You, I'm Sorry","['ultra eczema', 'new zealand']",Kraus
11344,happy,Fruit of the Void,"['ultra eczema', 'new zealand']",Kraus
11345,happy,Saturday Night Hubris,"['ultra eczema', 'new zealand']",Kraus
11346,happy,Making an Eye,"['ultra eczema', 'new zealand']",Kraus
11452,happy,Choke,['montreal'],Dead Wife
11453,happy,D.W.S.Y.H.F.,['montreal'],Dead Wife
11454,happy,Gentleman Rapist,['montreal'],Dead Wife
11455,happy,No Secrets In the H4C,['montreal'],Dead Wife
11462,happy,Razones,"['clinical archives', 'folk', 'rock', 'world']",Rebe
11463,happy,Algo Mas,"['clinical archives', 'folk', 'rock', 'world']",Rebe
11464,happy,Bohemia,"['clinical archives', 'folk', 'rock', 'world']",Rebe
11465,happy,Odisea,"['clinical archives', 'folk', 'rock', 'world']",Rebe
11466,happy,Catrionas 5th Dream,"['clinical archives', 'folk', 'rock', 'world']",Rebe
11577,funky,The Crow,['clinical archives'],Sandro Marinoni & Stefano Roncarolo
11578,funky,Avonto,['clinical archives'],Sandro Marinoni & Stefano Roncarolo
11579,funky,Double Fee,['clinical archives'],Sandro Marinoni & Stefano Roncarolo
11580,funky,Farranza,['clinical archives'],Sandro Marinoni & Stefano Roncarolo
11581,funky,Noody,['clinical archives'],Sandro Marinoni & Stefano Roncarolo
11582,funky,The Flute in a Barrel,['clinical archives'],Sandro Marinoni & Stefano Roncarolo
11583,funky,Daily Damage,['clinical archives'],Sandro Marinoni & Stefano Roncarolo
11584,funky,Air,['clinical archives'],Sandro Marinoni & Stefano Roncarolo
11585,funky,End up,['clinical archives'],Sandro Marinoni & Stefano Roncarolo
11697,dance,The Air Up There - ambient (gameboy Korg DS10),['chip music'],Receptors
11698,dance,888 - anthem (gameboy Korg DS10),['chip music'],Receptors
11699,dance,barackuda,['chip music'],Receptors
11700,dance,Dance Of The Drones (gameboy Korg DS10),['chip music'],Receptors
11701,dance,Drill Baby Drill (gameboy Korg DS10),['chip music'],Receptors
11702,dance,groK RAWK (gameboy Korg DS10),['chip music'],Receptors
11703,dance,grokwerk stomp,['chip music'],Receptors
11704,dance,groKwork 10 (gameboy Korg DS10),['chip music'],Receptors
11705,dance,PalinDrone (gameboy Korg DS10),['chip music'],Receptors
11706,dance,PalinDrones2 - remix (gameboy Korg DS10),['chip music'],Receptors
11707,dance,Subway Panoramic (gameboy Korg DS10),['chip music'],Receptors
11736,peaceful,Profondo Blu,"['clinical archives', 'classical', 'experimental']",Fabrizio Paterlini
11737,peaceful,Viandanze,"['clinical archives', 'classical', 'experimental']",Fabrizio Paterlini
11738,peaceful,"Lontana, dolcemente sospesa","['clinical archives', 'classical', 'experimental']",Fabrizio Paterlini
11739,peaceful,Veloma,"['clinical archives', 'classical', 'experimental']",Fabrizio Paterlini
11746,happy,I Can Explain,['new zealand'],Kraus
11747,happy,If These Jaws Could Talk,['new zealand'],Kraus
11748,happy,Prance of the Ravening Eagle,['new zealand'],Kraus
11749,happy,I Mould U Jelly O,['new zealand'],Kraus
11750,happy,Strangers in the Night,['new zealand'],Kraus
11751,happy,Somebody to Crush,['new zealand'],Kraus
11752,happy,Washing Dishes (Electrolux Version),['new zealand'],Kraus
11753,happy,Autocrat,['new zealand'],Kraus
11754,happy,"Giulia, Where Are You Now?",['new zealand'],Kraus
11790,happy,Kyoto Melody,"['clinical archives', 'other', 'experimental pop']",Orquestra Popular De Paio Pires
11791,happy,Cinnamon Walls,"['clinical archives', 'other', 'experimental pop']",Orquestra Popular De Paio Pires
11792,happy,Festival Cantigas Do Maio,"['clinical archives', 'other', 'experimental pop']",Orquestra Popular De Paio Pires
